Y01-AA-FOR-0098 Project Stock Record ,,,,,,,,,,,
,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE CODE,DELIVERY NUMBER,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,PURCHASE ORDER NUMBER,LINK TO DELIVERY NOTE ,
KM40961,PRYSMIAN A1/A2 BRASS M63 GLAND KIT,2,N/A,106712,17/07/2018,B06,B06,,PO003199,U:\1000-1999\DOC133.pdf,
OHVT-52H-W-1N,52KV XPLE OUTDOOR TERM 95-300MM,2,4983050GB,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
2A24-2M12,CEMBRE HV CRIMP LUG 120mm2,2,07/2017,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
2A19-M12,CEMBRE HV CRIMP LUG 95mm2,2,N/A,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
SCOTCH 780,PVC WHITE TAPE 19MM x 20M,6,N/A,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
SCAPA 2702,BLACK PVC TAPE 19MM x 33M,3,N/A,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
BX1-225,BICON X1 JOINTING PASTE  225G TUBE,1,162591,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
EPPA-007,SILICONE GRAESE  5G TUBE,1,N/A,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
JT250,SOLVENT DEGREASING WIPES(TUB 250),1,CK180600513,TD441428,18/07/2018,B06,B06,,PO003284R,U:\1000-1999\DOC134.pdf,
2726V,ERBAUER 25PCE METAL BIT SET,1,N/A,A4457434438,18/07/2018,B06,B06,,PO003286,U:\1000-1999\DOC135.pdf,
1779H,ERBAUER 11MM HOLESAW ARBOUR 32.152MM,1,N/A,A4457434438,18/07/2018,B06,B06,,PO003286,U:\1000-1999\DOC135.pdf,
72919,ERBAUER  BI-METAL HOLESAW 64MM,1,N/A,A4457434438,18/07/2018,B06,B06,,PO003286,U:\1000-1999\DOC135.pdf,
3001/50,50/800A FIXED CONTACT,3,N/A,15233,24/07/2018,A94,A94,,PO003235,U:\1000-1999\DOC136.pdf,
EFP-10911/2,CE5/B/ST/105H CLAMP,3,N/A,3411818,25/07/2018,A94,A94,,PO003237,U:\1000-1999\DOC137.pdf,
4521CAB00,15.5KV OBFN22 3.15A HRC FUSE,2,N/A,187420419,26/07/2018,A75,A75,,PO003148,U:\1000-1999\DOC138.pdf,
350111350E,QRTN 3DBIT GRPR 20MM CATCH,1,N/A,528386/002,27/07/2018,?,?,,?,U:\1000-1999\DOC139.pdf,
350111351E,QRTN 3DBIT GRPR 27MM CATCH,1,N/A,528386/002,27/07/2018,?,?,,?,U:\1000-1999\DOC139.pdf,
A9SWA335,3x 35MM XPLE/PVC/SWA 0.6/1KV CABLE,21M,1/7715/3,000852160001,30/07/2018,A72,A72,,PO003305,U:\1000-1999\DOC140.pdf,
256-0071,WHITE PLASTIC SNAP-IN RIVET3.6-3.7MM DIA.,200,N/A,1145531607,31/07/2018,A72,A72,,PO003309,U:\1000-1999\DOC141.pdf,
E02400262750M,LOOPED END SPRING,6,280314.0055,0537807/00,03/08/2018,A94,A94,,PO003239,U:\1000-1999\DOC142.pdf,
70 SQ.MM,BLACK COPPER CABLE 6491X,20M,N/A,019468,06/08/2018,A72,A72,,PO003311,U:\1000-1999\DOC143.pdf,
70 SQ.MM,M10 COMPRESSION TERMINAL,1,N/A,019468,06/08/2018,A72,A72,,PO003311,U:\1000-1999\DOC143.pdf,
70 SQ.MM,M12 COMPRESSION TERMINAL,1,N/A,019468,06/08/2018,A72,A72,,PO003311,U:\1000-1999\DOC143.pdf,
150 SQ.MM,BLACK COPPER CABLE 6491B,3M,N/A,019468,06/08/2018,A72,A72,,PO003311,U:\1000-1999\DOC143.pdf,
150 SQ.MM,M10 COMPRESSION TERMINAL,1,N/A,019468,06/08/2018,A72,A72,,PO003311,U:\1000-1999\DOC143.pdf,
150 SQ.MM,M12 COMPRESSION TERMINAL,1,N/A,019468,06/08/2018,A72,A72,,PO003311,U:\1000-1999\DOC143.pdf,
HS BLK,BLACK HEAT SHRINK,2M,N/A,019468,06/08/2018,A72,A72,,PO003311,U:\1000-1999\DOC143.pdf,
705-9734,TERMINAL MARKERS 1-50,8,N/A,1146280719,21/08/2018,A88,A88,,PO003351,U:\1000-1999\DOC144.pdf,
EARTH54,JUMPER BLUE 2M   2 x  CLA046,12,N/A,37492,21/08/2018,A99,A99,,PO003336,U:\1000-1999\DOC145.pdf,
A22-AA-DET-0047,CLAMP BAR,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0050,RETURN PIVOT BODY,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0053,RETURN PIVOT PIN,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0054,RING PULL,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0055,FRAME SHORT CIRCUIT INITIATOR,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0056,PIVOT,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0057,SPINDLE BUSH,6,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0058,ROLLER ,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0059,SPINDLE  ,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0060,CONNECTOR PLATE SPACER,12,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0061,CONNECTOR PLATE ,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0062,CATCH,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0063,BUSBAR,6,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0064,BUSBAR BLADE,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0068,REAR SUPPORT,6,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0069,REAR PIVOT,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0070,ROLLER SUPPORT,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0071,SPRING LOCATION BRACKET,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
A22-AA-DET-0072,TERMINAL PACKER,3,N/A,79 - 80,24/08/2018,A94,A94,,PO003281,U:\1000-1999\DOC147.pdf,
HS25BLK,BLACK HEAT SHRINK,20M,N/A,358658,03/09/2018,B06,B06,,PO003364,U:\1000-1999\DOC148.pdf,
W19259,TAPERED WASHER,6,N/A,437501,05/09/2018,A94,A94,,PO003362,U:\1000-1999\DOC149.pdf,
13618,GROUND PROTECTION MAT,4,N/A,105684/01,17/09/2018,A99,A99,,PO00,U:\1000-1999\DOC151.pdf,
8941F,TRAILER WHEELCLAMP,1,N/A,A4511246502,17/09/2018,A99,A99,,PO00,U:\1000-1999\DOC150.pdf,
37696,20 LITRE JERRY CAN,1,N/A,A4511246502,17/09/2018,A99,A99,,PO00,U:\1000-1999\DOC150.pdf,
A75 SPARES,UMLEs RELAY,1,N/A,AM11886,19/09/2018,A75,A75,,PO003146,U:\1000-1999\DOC152.pdf,
148-045-998,19/4.22 ALUMINIUM UNCOATED RC,100,N/A,38140,27/09/2018,A99,A99,,PO003372,U:\1000-1999\DOC155.pdf,
468-245-003,SADTEM CURRENT TRANS. ADAPTOR PLATE,1,N/A,38140,27/09/2018,A99,A99,,PO003372,U:\1000-1999\DOC155.pdf,
171-212-325,65 x 50 x  8 ANGLE,2,N/A,38140,27/09/2018,A99,A99,,PO003372,U:\1000-1999\DOC155.pdf,
ADCR12025X25,314D ABRASIVE ALUMINIUM OXIDE CLOTH,5,N/A,150591,28/09/2018,B06,B06,,PO003418,U:\1000-1999\DOC157.pdf,
WIPE14-500,CABLE CLEANING WIPES,1,N/A,150591,28/09/2018,B06,B06,,PO003418,U:\1000-1999\DOC157.pdf,
HS25BLK ,BLACK HEAT SHRINK,40,N/A,361446,28/09/2018,B06,B06,,PO003415,U:\1000-1999\DOC158.pdf,
A75 SPARES,SET OF CONVERSION BUSBARS,1,N/A,DD-0000267,28/09/2018,A75,A75,,PO003147,U:\1000-1999\DOC159.pdf,
A75 SPARES,ASST SPARE PARTS FOR A75,1,N/A,DD-0000266,28/09/2018,A75,A75,,PO003147,U:\1000-1999\DOC159.pdf,
140821,400MM BUNGEE CORD SET,1,N/A,782988926761,01/10/2018,A99,A99,,PO003419,U:\1000-1999\DOC160.pdf,
140822,600MM BUNGEE CORD SET,1,N/A,782988926761,01/10/2018,A99,A99,,PO003419,U:\1000-1999\DOC160.pdf,
140823,900MM BUNGEE CORD SET,1,N/A,782988926761,01/10/2018,A99,A99,,PO003419,U:\1000-1999\DOC160.pdf,
MLK3040E,BUNGEE CORD SET,1,N/A,782988926761,01/10/2018,A99,A99,,PO003419,U:\1000-1999\DOC160.pdf,
MLK3043E,BUNGEE CORD SET,1,N/A,782988926761,01/10/2018,A99,A99,,PO003419,U:\1000-1999\DOC160.pdf,
612016,BLUE INSULATED PUSH ON CRIMPS,200,N/A,782988926761,01/10/2018,A99,A99,,PO003419,U:\1000-1999\DOC160.pdf,
A88-AA-DET-0005-C02,AMMETER BLANKING PLATE,3,N/A,3845,02/10/2018,A88,A88,,PO003354,U:\1000-1999\DOC161.pdf,
DET006,MILD STEEL PLATE,12,N/A,YPL32568,04/10/2018,A99,A99,,PO003399,U:\1000-1999\DOC164.pdf,
DET005,MILD STEEL PLATE,1,N/A,YPL32568,04/10/2018,A99,A99,,PO003399,U:\1000-1999\DOC164.pdf,
DET004,MILD STEEL PLATE,6,N/A,YPL32568,04/10/2018,A99,A99,,PO003399,U:\1000-1999\DOC164.pdf,
RONBAR PVF20B,20MM  PVC BLACK GLAND,40,N/A,CRE/252294,05/10/2018,A88,A88,,PO003427R,U:\1000-1999\DOC165.pdf,
515-5565,HEAT SHRINK TUBE 12MM WHITE,4,N/A,1148102091,05/10/2018,A88,A88,,PO003426R,U:\1000-1999\DOC166.pdf,
29330,GORILLA BAR 48 INCH,1,N/A,A4658560131,08/10/2018,A99,A99,,PO003431,U:\1000-1999\DOC167.pdf,
37228,GORILLA BAR 24 INCH,2,N/A,A4658560131,08/10/2018,A99,A99,,PO003431,U:\1000-1999\DOC167.pdf,
60133,NO NONSENSE FOAM GUN CLEANER 500ML,1,N/A,A4688817476,15/10/2018,B06,B06,,PO003451,U:\1000-1999\DOC168.pdf,
29114,PT ALL PURPOSE POLYFILLA READY MIX,3,N/A,A4688837476,15/10/2018,B06,B06,,PO003451,U:\1000-1999\DOC168.pdf,
28483,NO NONSENSE FOAM APPLICATOR GUN,1,N/A,A4688867476,15/10/2018,B06,B06,,PO003451,U:\1000-1999\DOC168.pdf,
90589,NO NONSENSE FIRE RATED EXP. FOAM GUN 750ML,6,N/A,A4688867476,15/10/2018,B06,B06,,PO003451,U:\1000-1999\DOC168.pdf,
A9SWA2025,2 x 2.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,200M,AK4186328,000868704001,17/10/2018,A99,A99,,PO003430,U:\1000-1999\DOC172.pdf,
FCGCW20,CW 20 GLAND KIT (BRASS),31,N/A,000868704001,17/10/2018,A99,A99,,PO003430,U:\1000-1999\DOC172.pdf,
CC6,NYLON CABLE CLEAT,300,N/A,000868704001,17/10/2018,A99,A99,,PO003430,U:\1000-1999\DOC172.pdf,
60133,NO NONSENSE FOAM GUN CLEANER 500ML,1,N/A,A4714266538,22/10/2018,B06,B06,,PO003456,U:\1000-1999\DOC173.pdf,
29114,PT ALL PURPOSE POLYFILLA READY MIX,7,N/A,A4714266538,22/10/2018,B06,B06,,PO003456,U:\1000-1999\DOC173.pdf,
9262V,300MM HACKSAW BLADE 5 PACK 24TPI,1,N/A,A4714266538,22/10/2018,B06,B06,,PO003456,U:\1000-1999\DOC173.pdf,
90589,NO NONSENSE FIRE RATED EXP. FOAM GUN 750ML,4,N/A,A4714266538,22/10/2018,B06,B06,,PO003456,U:\1000-1999\DOC173.pdf,
162-3399,RESISTOR 25W ALUMINIUM HOUSED 1% 1K5,25,50/2017,1148828789,23/10/2018,A99,A99,,PO003460,U:\1000-1999\DOC174.pdf,
162-3397,RESISTOR 25W ALUMINIUM HOUSED 1% 120R,25,50/2017,1148828789,23/10/2018,A99,A99,,PO003460,U:\1000-1999\DOC174.pdf,
797-6213, STAINLESS STEEL M5 CROSS PAN HEAD SCREW,100,N/A,1148928261,25/10/2018,A88,A88,,PO003464,U:\1000-1999\DOC175.pdf,
527-397,STAINLESS STEEL M5 FLAT WASHER,250,N/A,1148928261,25/10/2018,A88,A88,,PO003464,U:\1000-1999\DOC175.pdf,
530-832,STAINLESS STEEL M5 SPRING WASHER,100,N/A,1148928261,25/10/2018,A88,A88,,PO003464,U:\1000-1999\DOC175.pdf,
B-PG21,PG21 TO M20 CONVERTER,30,N/A,174-443165,30/10/2018,A99,A99,,PO003461,U:\1000-1999\DOC180.pdf,
422PCG52,CW 20S GLAND KIT (BRASS PK2),30,N/A,174-443165,30/10/2018,A99,A99,,PO003461,U:\1000-1999\DOC180.pdf,
41167 ,SCAFFTAG KIT,1,N/A,A4579268299,31/10/2018,A99,A99,,PO003474,U:\1000-1999\DOC181.pdf,
,RATCHET STRAPS ,,,,01/11/2018,A99,A99,,PO00,,
,SHEAR BOLTS,,,,01/11/2018,A99,A99,,PO00,,
25382GC,10 x 66 WELDED CHAIN - 2M LENGTH,4,N/A,71881,13/11/2018,A99,A99,,PO003482,U:\1000-1999\DOC182.pdf,
SECT99G,ST/STEEL ARMOURED SHUTTER LOCK,2,N/A,71881,13/11/2018,A99,A99,,PO003482,U:\1000-1999\DOC182.pdf,
BBY2,SADTEM  V.T`s,2,"2018-N 588320, 588321",155355,19/11/2018,A99,A99,,PO003410,U:\1000-1999\DOC183.pdf,
DET0004,STEEL PLATE,6,N/A,YPL32870,22/11/2018,A99,A99,,PO003481,U:\1000-1999\DOC185.pdf,
DET0006,STEEL PLATE,12,N/A,YPL32870,22/11/2018,A99,A99,,PO003481,U:\1000-1999\DOC185.pdf,
DET0008,OCF52 ADAPTOR PLATE,2,N/A,YPL32713,22/11/2018,A99,A99,,PO003442,U:\1000-1999\DOC186.pdf,
148-046-998,19/3.25 BONDING CABLE BLACK,100M,N/A,39438,23/11/2018,A99,A99,,PO003515,U:\1000-1999\DOC187.pdf,
121-130-012,19/3.25 BONDING CABLE LUG -M12,50,N/A,39438,23/11/2018,A99,A99,,PO003515,U:\1000-1999\DOC187.pdf,
148-045-998,19/4.22 ALUM UNCOATED RC,200M,N/A,39438,23/11/2018,A99,A99,,PO003515,U:\1000-1999\DOC187.pdf,
121-130-005,"BI-METALLIC LUG- 19/4.22, M12 x 2 HOLE",30,N/A,39438,23/11/2018,A99,A99,,PO003515,U:\1000-1999\DOC187.pdf,
168-209-250,50 x 50 BACKING FLAT WITH 2 x 18MM HOLES,4,N/A,39489,23/11/2018,A99,A99,,PO003507,U:\1000-1999\DOC188.pdf,
M16 x 45,M16 x 45MM ST/STEEL HEX C/SUNK HEAD,40,N/A,174-447900,27/11/2018,A99,A99,,PO003496,U:\1000-1999\DOC191.pdf,
507-1120,BNC TO 4MM SHROUDED PLUG LEAD,2,N/A,1150238973,27/11/2018,B12,B12,,PO003524,U:\1000-1999\DOC192.pdf,
518-1047,32A CROCODILE CLIP,2,N/A,1150238973,27/11/2018,B12,B12,,PO003524,U:\1000-1999\DOC192.pdf,
404-137,BLACK SHROUDED BLADE SOCKET 4MM,2,N/A,1150238973,27/11/2018,B12,B12,,PO003524,U:\1000-1999\DOC192.pdf,
807-7174,HSC ALUMINIUM RESISTOR 100W 2K2 5%,2,N/A,1150238973,27/11/2018,B12,B12,,PO003524,U:\1000-1999\DOC192.pdf,
XPLE4X2/5,"4 x  2.5(7)XPLE,PVC,SWA 1KV BRN,BLUE GRY BLK",100M,N/A,W/3350333,28/11/2018,A99,A99,,PO003526,U:\1000-1999\DOC193.pdf,
XPLE4X2/5,"4 x  2.5(7)XPLE,PVC,SWA 1KV BRN,BLUE GRY BLK",100M,N/A,W/3350333,28/11/2018,A99,A99,,PO003526,U:\1000-1999\DOC193.pdf,
512-1556,BNC NI-PL  STRAIGHT PLUG 75OHM  RG59,2,N/A,1150487282,03/12/2018,B12,B12,,PO003538,U:\1000-1999\DOC194.pdf,
825-1221,TOUCH PROTECTED COAX TEST LEAD BLACK,2,N/A,1150487282,03/12/2018,B12,B12,,PO003538,U:\1000-1999\DOC194.pdf,
334-2616,PT100 PROBE,2,N/A,1150487282,03/12/2018,B12,B12,,PO003538,U:\1000-1999\DOC194.pdf,
EL001,ENGRAVED LABEL,1,N/A,DN120570,05/12/2018,A99,A99,,PO003539,U:\1000-1999\DOC195.pdf,
497-5655,BNC TO TWO 4MM SOCKETS ADAPTOR,2,N/A,1150608898,05/12/2018,B12,B12,,PO003545,U:\1000-1999\DOC196.pdf,
176-2081,DISTRIBUTED ANTENNA SYSTEMS CABLE,1,N/A,1150608898,05/12/2018,B12,B12,,PO003545,U:\1000-1999\DOC196.pdf,
512-1556,BNC NI-PL  STRAIGHT PLUG 75OHM  RG59,10,N/A,1150608898,05/12/2018,B12,B12,,PO003545,U:\1000-1999\DOC196.pdf,
233-499,100 x 2.5MM BLACK CABLE TIE,1000,N/A,1150715107,07/12/2018,A99,A99,,PO003554,U:\1000-1999\DOC197.pdf,
534-654,BLUE CRIMP BLADE TERMINAL1.5-2.5MM,1000,N/A,1150715107,07/12/2018,A99,A99,,PO003554,U:\1000-1999\DOC197.pdf,
165-7939,CLOSED END SPLICE - INSULATED,1000,N/A,1150730197,07/12/2018,A99,A99,,PO003554,U:\1000-1999\DOC197.pdf,
3 - 5MM,ENVIROGEL DESSICANT,1,N/A,100001568,07/12/2018,B13,B13,,PO003547,U:\1000-1999\DOC198.pdf,
3 - 5MM,ENVIROGEL DESSICANT,1,N/A,100001565,07/12/2018,B13,B13,,PO003547,U:\1000-1999\DOC199.pdf,
490,GREY PRIMER AND  FINISH PAINT,1,N/A,N/A,10/12/2018,B13,B13,,PO003549,U:\1000-1999\DOC200.pdf,
CA10,KRAUS + NAIMER SWITCH,2,N/A,H30161,11/12/2018,B09,B09,,PO003516,U:\1000-1999\DOC201.pdf,
INFILL PANELS, ASST SIZES MESH INFILL PANELS,10,N/A,27878,13/12/2018,A72,A72,,PO003448,U:\1000-1999\DOC202.pdf,
FSK11,ABB C.B AND CONTROL BOX,6,N/A,20180841,19/12/2018,A99,A99,,N/A,U:\1000-1999\DOC204.pdf,
FSK11 BRACKET,ABB BRACKET AND FIXINGS,6,N/A,20180841,19/12/2018,A99,A99,,N/A,U:\1000-1999\DOC204.pdf,
527-460,M6 x 40MM HEX SET SCREW,100,N/A,1151486915,07/01/2019,A72,A72,,PO003575,U:\1000-1999\DOC205.pdf,
917-2851,M6 x 70MM HEX SET SCREW,100,N/A,1151486915,07/01/2019,A72,A72,,PO003575,U:\1000-1999\DOC205.pdf,
525-919,M6 HEX FULL NUT,250,N/A,1151486915,07/01/2019,A72,A72,,PO003575,U:\1000-1999\DOC205.pdf,
525-947,M6 FLAT WASHER,250,N/A,1151486915,07/01/2019,A72,A72,,PO003575,U:\1000-1999\DOC205.pdf,
526-849,M6 SPRING WASHER,250,N/A,1151485915,07/01/2019,A72,A72,,PO003575,U:\1000-1999\DOC205.pdf,
722788,PRESSURE GAUGE 40MM DIA.  0-10 BAR,1,N/A,1151659077,10/01/2019,A99,A99,,PO003548,U:\1000-1999\DOC206.pdf,
BX1-225,BICON X1 JOINTING PASTE,5,139095,TD454790,11/01/2019,A99,A99,,PO003574,U:\1000-1999\DOC207.pdf,
JT250,SOLVENT DEGREASING WIPES,5,CK181100253,TD454790,11/01/2019,A99,A99,,PO003574,U:\1000-1999\DOC207.pdf,
132-116,S200 MCB 20A 2 POLE TYPE C 10KA,2,N/A,1151745996,11/01/2019,A99,A99,,C.MURRAY,U:\1000-1999\DOC208.pdf,
488-7384,PRO  M  AUXILIARY CONTACT,2,N/A,1151745996,11/01/2019,A99,A99,,C.MURRAY,U:\1000-1999\DOC208.pdf,
425-241,WDU 35 STANDARD TERMINAL,10,N/A,1151745996,11/01/2019,A99,A99,,C.MURRAY,U:\1000-1999\DOC208.pdf,
EARTH54,JUMPER BLUE EARTH CABLE 2M x  CLA046,8,N/A,40418,14/01/2019,A99,A99,,PO003533,U:\1000-1999\DOC209.pdf,
560-580,M3 x 6MM CROSS PAN HEAD SCREW,100,N/A,1151766246,14/01/2019,A99,A99,,PO003586,U:\1000-1999\DOC210.pdf,
560-338,M3 FLAT WASHER,250,N/A,1151766246,14/01/2019,A99,A99,,PO003586,U:\1000-1999\DOC210.pdf,
534-200,M5 RED RING CRIMP 0.5 - 1.5 MM,100,N/A,1151766246,14/01/2019,A99,A99,,PO003586,U:\1000-1999\DOC210.pdf,
3SL112044,BRAIDED HOSE WITH HANSEN CONNECTOR,1,N/A,3PN112674,15/01/2019,A99,A99,,PO003568,U:\1000-1999\DOC211.pdf,
148-045-998,19/4.22 ALUM UNCOATED RC,200M,51951-20E,40629,23/01/2019,A99,A99,,PO003594,U:\1000-1999\DOC212.pdf,
121-130-005,"BI-METALLIC LUG- 19/4.22, M12 x 2 HOLE",45,N/A,40629,23/01/2019,A99,A99,,PO003594,U:\1000-1999\DOC212.pdf,
148-046-998,19/3.25 BONDING CABLE (BLACK),100M,49686-1E,40629,23/01/2019,A99,A99,,PO003594,U:\1000-1999\DOC212.pdf,
121-130-012,19/3.25 BONDING CABLE LUG -M12,65,10/2018,40629,23/01/2019,A99,A99,,PO003594,U:\1000-1999\DOC212.pdf,
125-802-001,CONDUCTOR TIE ASSEMBLY,28,N/A,40629,23/01/2019,A99,A99,,PO003594,U:\1000-1999\DOC212.pdf,
FLM6,M6 FLANGE CLAMPS,100,N/A,21832,23/01/2019,A99,A99,,PO003600,U:\1000-1999\DOC213.pdf,
MISC-00153,C31 DETECTOR  AND LIVE LINE INDICATOR,2,1432  AND   1433,3512141,23/01/2019,A94,A94,,PO003437,U:\1000-1999\DOC214.pdf,
BB18,BLUE CRIMP ,400,N/A,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
BHBL4.6,BLUE CRIMP,1100,30903,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
IR 2.5/6.5,RED CRIMP,1200,N/A,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
RB11,RED CRIMP,400,N/A,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
RHBL4.6,RED CRIMP,1400,11026,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
PG21,GREY IP68 DOME TOP GLAND AND LOCK NUT,20,N/A,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
385AA03,BLACK  CLEAT,84,35/2018,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
385AA04,BLACK CLEAT,56,42/2018,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
HFC300BLK,300 x 3.6MM BLACK CABLE TIE,1000,N/A,174-455512,25/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC215.pdf,
233-499,100 x 2.5MM BLACK CABLE TIE,2000,N/A,1152325752,25/01/2019,A99,A99,,PO003604,U:\1000-1999\DOC216.pdf,
M16,STAINLESS STEEL M16 x 400 THREADED BAR,6,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M16,STAINLESS STEEL M16 x 50MM HEX SET SCREW,41,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M16,STAINLESS STEEL M16 FULL NUT,56,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M16,STAINLESS STEEL M16 FLAT WASHER,56,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M16,STAINLESS STEEL M16 SPRING WASHER,56,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M16,STAINLESS STEEL M16 THIN LOCK NUT,4,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M16,STAINLESS STEEL M16 TAPER WASHER,8,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M12,STAINLESS STEEL M12 x 50MM HEX SET SCREW,320,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M12,STAINLESS STEEL M12 FULL NUT,320,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M12,STAINLESS STEEL M12 FLAT WASHER ,320,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M12,STAINLESS STEEL M12 SPRING WASHER,320,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
M6,STAINLESS STEEL M6 x 100MM HEX SET SCREW,57,N/A,372633,28/01/2019,A99,A99,,PO003597,U:\1000-1999\DOC217.pdf,
DET-0004-C02,CT ADAPTOR PLATES,10,N/A,4499,29/01/2019,A99,A99,,PO003589R,U:\1000-1999\DOC218.pdf,
DET-0006-C02,CT ADAPTOR ANGLE PLATES,20,N/A,4499,29/01/2019,A99,A99,,PO003589R,U:\1000-1999\DOC218.pdf,
FSK11,ABB C.B AND CONTROL BOX,4,N/A,80306049,30/01/2019,A99,A99,,N/A,U:\1000-1999\DOC219.pdf,
FSK11 BRACKET,ABB BRACKET AND FIXINGS,4,N/A,80306049,30/01/2019,A99,A99,,N/A,U:\1000-1999\DOC219.pdf,
A15-16-ES-B802,150 LB EQUAL SOCKET BSP FEMALE 316SS,1,N/A,3PN112864,04/02/2019,A99,A99,,PO003610,U:\1000-1999\DOC221.pdf,
21-130-005,"BI-METALLIC LUG- 19/4.22, M12 x 2 HOLE",55,N/A,40906,04/02/2019,A99,A99,,PO003594,U:\1000-1999\DOC222.pdf,
EL001,ENGRAVED LABEL,9,N/A,DN121009,05/02/2019,A72,A72,,PO003613,U:\1000-1999\DOC223.pdf,
1000MM X 300MM,MESH PANEL AND FIXINGS,1,N/A,27991,07/02/2019,A72,A72,,N/A,U:\1000-1999\DOC225.pdf,
PG21,B-PG21- M20 CONVERTER,6,N/A,174-458262,12/02/2019,A99,A99,,PO003620,U:\1000-1999\DOC226.pdf,
